xmin	xmax	ymin	ymax	key	clickSelects	showSelected1
0	1	0	1	1	1	0
0	1	0	1	1	1	1
0	0.688528754864819	0	1	2	2	1
0.688528754864819	1	0	1	3	3	1
0	1	0	1	1	1	2
0	0.688528754864819	0	1	2	2	2
0.688528754864819	1	0	1	3	3	2
0.688528754864819	1	0	0.398789217462763	4	4	2
0.688528754864819	1	0.398789217462763	1	5	5	2
0	1	0	1	1	1	3
0	0.688528754864819	0	1	2	2	3
0.688528754864819	1	0	1	3	3	3
0.688528754864819	1	0	0.398789217462763	4	4	3
0.688528754864819	1	0.398789217462763	1	5	5	3
0	0.398266981705092	0	1	6	6	3
0.398266981705092	0.688528754864819	0	1	7	7	3
0	1	0	1	1	1	4
0	0.688528754864819	0	1	2	2	4
0.688528754864819	1	0	1	3	3	4
0.688528754864819	1	0	0.398789217462763	4	4	4
0.688528754864819	1	0.398789217462763	1	5	5	4
0	0.398266981705092	0	1	6	6	4
0.398266981705092	0.688528754864819	0	1	7	7	4
0	0.398266981705092	0	0.497950058314018	8	8	4
0	0.398266981705092	0.497950058314018	1	9	9	4
0	1	0	1	1	1	5
0	0.688528754864819	0	1	2	2	5
0.688528754864819	1	0	1	3	3	5
0.688528754864819	1	0	0.398789217462763	4	4	5
0.688528754864819	1	0.398789217462763	1	5	5	5
0	0.398266981705092	0	1	6	6	5
0.398266981705092	0.688528754864819	0	1	7	7	5
0	0.398266981705092	0	0.497950058314018	8	8	5
0	0.398266981705092	0.497950058314018	1	9	9	5
0.398266981705092	0.688528754864819	0	0.562734881066717	10	10	5
0.398266981705092	0.688528754864819	0.562734881066717	1	11	11	5
0	1	0	1	1	1	6
0	0.688528754864819	0	1	2	2	6
0.688528754864819	1	0	1	3	3	6
0.688528754864819	1	0	0.398789217462763	4	4	6
0.688528754864819	1	0.398789217462763	1	5	5	6
0	0.398266981705092	0	1	6	6	6
0.398266981705092	0.688528754864819	0	1	7	7	6
0	0.398266981705092	0	0.497950058314018	8	8	6
0	0.398266981705092	0.497950058314018	1	9	9	6
0.398266981705092	0.688528754864819	0	0.562734881066717	10	10	6
0.398266981705092	0.688528754864819	0.562734881066717	1	11	11	6
0	0.148332321085036	0.497950058314018	1	12	12	6
0.148332321085036	0.398266981705092	0.497950058314018	1	13	13	6
0	1	0	1	1	1	7
0	0.688528754864819	0	1	2	2	7
0.688528754864819	1	0	1	3	3	7
0.688528754864819	1	0	0.398789217462763	4	4	7
0.688528754864819	1	0.398789217462763	1	5	5	7
0	0.398266981705092	0	1	6	6	7
0.398266981705092	0.688528754864819	0	1	7	7	7
0	0.398266981705092	0	0.497950058314018	8	8	7
0	0.398266981705092	0.497950058314018	1	9	9	7
0.398266981705092	0.688528754864819	0	0.562734881066717	10	10	7
0.398266981705092	0.688528754864819	0.562734881066717	1	11	11	7
0	0.148332321085036	0.497950058314018	1	12	12	7
0.148332321085036	0.398266981705092	0.497950058314018	1	13	13	7
0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	14	7
0.148332321085036	0.398266981705092	0.796848405501805	1	15	15	7
0	1	0	1	1	1	8
0	0.688528754864819	0	1	2	2	8
0.688528754864819	1	0	1	3	3	8
0.688528754864819	1	0	0.398789217462763	4	4	8
0.688528754864819	1	0.398789217462763	1	5	5	8
0	0.398266981705092	0	1	6	6	8
0.398266981705092	0.688528754864819	0	1	7	7	8
0	0.398266981705092	0	0.497950058314018	8	8	8
0	0.398266981705092	0.497950058314018	1	9	9	8
0.398266981705092	0.688528754864819	0	0.562734881066717	10	10	8
0.398266981705092	0.688528754864819	0.562734881066717	1	11	11	8
0	0.148332321085036	0.497950058314018	1	12	12	8
0.148332321085036	0.398266981705092	0.497950058314018	1	13	13	8
0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	14	8
0.148332321085036	0.398266981705092	0.796848405501805	1	15	15	8
0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	16	8
0.148332321085036	0.398266981705092	0.879315383266658	1	17	17	8
0	1	0	1	1	1	9
0	0.688528754864819	0	1	2	2	9
0.688528754864819	1	0	1	3	3	9
0.688528754864819	1	0	0.398789217462763	4	4	9
0.688528754864819	1	0.398789217462763	1	5	5	9
0	0.398266981705092	0	1	6	6	9
0.398266981705092	0.688528754864819	0	1	7	7	9
0	0.398266981705092	0	0.497950058314018	8	8	9
0	0.398266981705092	0.497950058314018	1	9	9	9
0.398266981705092	0.688528754864819	0	0.562734881066717	10	10	9
0.398266981705092	0.688528754864819	0.562734881066717	1	11	11	9
0	0.148332321085036	0.497950058314018	1	12	12	9
0.148332321085036	0.398266981705092	0.497950058314018	1	13	13	9
0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	14	9
0.148332321085036	0.398266981705092	0.796848405501805	1	15	15	9
0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	16	9
0.148332321085036	0.398266981705092	0.879315383266658	1	17	17	9
0	0.267083358601667	0	0.497950058314018	18	18	9
0.267083358601667	0.398266981705092	0	0.497950058314018	19	19	9
0	1	0	1	1	1	10
0	0.688528754864819	0	1	2	2	10
0.688528754864819	1	0	1	3	3	10
0.688528754864819	1	0	0.398789217462763	4	4	10
0.688528754864819	1	0.398789217462763	1	5	5	10
0	0.398266981705092	0	1	6	6	10
0.398266981705092	0.688528754864819	0	1	7	7	10
0	0.398266981705092	0	0.497950058314018	8	8	10
0	0.398266981705092	0.497950058314018	1	9	9	10
0.398266981705092	0.688528754864819	0	0.562734881066717	10	10	10
0.398266981705092	0.688528754864819	0.562734881066717	1	11	11	10
0	0.148332321085036	0.497950058314018	1	12	12	10
0.148332321085036	0.398266981705092	0.497950058314018	1	13	13	10
0.148332321085036	0.398266981705092	0.497950058314018	0.796848405501805	14	14	10
0.148332321085036	0.398266981705092	0.796848405501805	1	15	15	10
0.148332321085036	0.398266981705092	0.796848405501805	0.879315383266658	16	16	10
