x	xend	y	yend	key	clickSelects	showSelected1	showSelected2	PANEL
0.0237343937624246	0.0237343937624246	-25.2	1.2	1 0.0237343937624246	X1<0.023734	0	1	1
0.0248533471021801	0.0248533471021801	-25.2	1.2	1 0.0248533471021801	X1<0.024853	0	1	1
0.030959413619712	0.030959413619712	-25.2	1.2	1 0.030959413619712	X1<0.030959	0	1	1
0.0395219983765855	0.0395219983765855	-25.2	1.2	1 0.0395219983765855	X1<0.039522	0	1	1
0.0435703630791977	0.0435703630791977	-25.2	1.2	1 0.0435703630791977	X1<0.043570	0	1	1
0.0550734286662191	0.0550734286662191	-25.2	1.2	1 0.0550734286662191	X1<0.055073	0	1	1
0.0655585838248953	0.0655585838248953	-25.2	1.2	1 0.0655585838248953	X1<0.065559	0	1	1
0.0704574675764889	0.0704574675764889	-25.2	1.2	1 0.0704574675764889	X1<0.070457	0	1	1
0.0763374969828874	0.0763374969828874	-25.2	1.2	1 0.0763374969828874	X1<0.076337	0	1	1
0.078479875694029	0.078479875694029	-25.2	1.2	1 0.078479875694029	X1<0.078480	0	1	1
0.0821269832085818	0.0821269832085818	-25.2	1.2	1 0.0821269832085818	X1<0.082127	0	1	1
0.0860745509853587	0.0860745509853587	-25.2	1.2	1 0.0860745509853587	X1<0.086075	0	1	1
0.0900922525906935	0.0900922525906935	-25.2	1.2	1 0.0900922525906935	X1<0.090092	0	1	1
0.0970493158092722	0.0970493158092722	-25.2	1.2	1 0.0970493158092722	X1<0.097049	0	1	1
0.103078606305644	0.103078606305644	-25.2	1.2	1 0.103078606305644	X1<0.103079	0	1	1
0.107819334021769	0.107819334021769	-25.2	1.2	1 0.107819334021769	X1<0.107819	0	1	1
0.11281948746182	0.11281948746182	-25.2	1.2	1 0.11281948746182	X1<0.112819	0	1	1
0.11519660113845	0.11519660113845	-25.2	1.2	1 0.11519660113845	X1<0.115197	0	1	1
0.116796790622175	0.116796790622175	-25.2	1.2	1 0.116796790622175	X1<0.116797	0	1	1
0.123480718466453	0.123480718466453	-25.2	1.2	1 0.123480718466453	X1<0.123481	0	1	1
0.128917979658581	0.128917979658581	-25.2	1.2	1 0.128917979658581	X1<0.128918	0	1	1
0.129889608710073	0.129889608710073	-25.2	1.2	1 0.129889608710073	X1<0.129890	0	1	1
0.131496121990494	0.131496121990494	-25.2	1.2	1 0.131496121990494	X1<0.131496	0	1	1
0.135558155016042	0.135558155016042	-25.2	1.2	1 0.135558155016042	X1<0.135558	0	1	1
0.143081043031998	0.143081043031998	-25.2	1.2	1 0.143081043031998	X1<0.143081	0	1	1
0.148332321085036	0.148332321085036	-25.2	1.2	1 0.148332321085036	X1<0.148332	0	1	1
0.149858307442628	0.149858307442628	-25.2	1.2	1 0.149858307442628	X1<0.149858	0	1	1
0.150485596386716	0.150485596386716	-25.2	1.2	1 0.150485596386716	X1<0.150486	0	1	1
0.156851156265475	0.156851156265475	-25.2	1.2	1 0.156851156265475	X1<0.156851	0	1	1
0.163921556901187	0.163921556901187	-25.2	1.2	1 0.163921556901187	X1<0.163922	0	1	1
0.164737868937664	0.164737868937664	-25.2	1.2	1 0.164737868937664	X1<0.164738	0	1	1
0.166442708112299	0.166442708112299	-25.2	1.2	1 0.166442708112299	X1<0.166443	0	1	1
0.170147194410674	0.170147194410674	-25.2	1.2	1 0.170147194410674	X1<0.170147	0	1	1
0.17518878984265	0.17518878984265	-25.2	1.2	1 0.17518878984265	X1<0.175189	0	1	1
0.178294185781851	0.178294185781851	-25.2	1.2	1 0.178294185781851	X1<0.178294	0	1	1
0.179636680521071	0.179636680521071	-25.2	1.2	1 0.179636680521071	X1<0.179637	0	1	1
0.181497157085687	0.181497157085687	-25.2	1.2	1 0.181497157085687	X1<0.181497	0	1	1
0.182773720822297	0.182773720822297	-25.2	1.2	1 0.182773720822297	X1<0.182774	0	1	1
0.18402334570419	0.18402334570419	-25.2	1.2	1 0.18402334570419	X1<0.184023	0	1	1
