xmin	xmax	key	clickSelects	showSelected1	showSelected2	PANEL	group
0.0228124498389661	0.024656337685883	1 0.0237343937624246	X1<0.023734	0	1	1	3
0.024656337685883	0.0250503565184772	1 0.0248533471021801	X1<0.024853	0	1	1	4
0.0250503565184772	0.0368684707209468	1 0.030959413619712	X1<0.030959	0	1	1	6
0.0368684707209468	0.0421755260322243	1 0.0395219983765855	X1<0.039522	0	1	1	8
0.0421755260322243	0.0449652001261711	1 0.0435703630791977	X1<0.043570	0	1	1	11
0.0449652001261711	0.0651816572062671	1 0.0550734286662191	X1<0.055073	0	1	1	19
0.0651816572062671	0.0659355104435235	1 0.0655585838248953	X1<0.065559	0	1	1	23
0.0659355104435235	0.0749794247094542	1 0.0704574675764889	X1<0.070457	0	1	1	24
0.0749794247094542	0.0776955692563206	1 0.0763374969828874	X1<0.076337	0	1	1	26
0.0776955692563206	0.0792641821317375	1 0.078479875694029	X1<0.078480	0	1	1	28
0.0792641821317375	0.0849897842854261	1 0.0821269832085818	X1<0.082127	0	1	1	30
0.0849897842854261	0.0871593176852912	1 0.0860745509853587	X1<0.086075	0	1	1	32
0.0871593176852912	0.0930251874960959	1 0.0900922525906935	X1<0.090092	0	1	1	34
0.0930251874960959	0.101073444122449	1 0.0970493158092722	X1<0.097049	0	1	1	37
0.101073444122449	0.105083768488839	1 0.103078606305644	X1<0.103079	0	1	1	40
0.105083768488839	0.1105548995547	1 0.107819334021769	X1<0.107819	0	1	1	42
0.1105548995547	0.115084075368941	1 0.11281948746182	X1<0.112819	0	1	1	44
0.115084075368941	0.11530912690796	1 0.11519660113845	X1<0.115197	0	1	1	45
0.11530912690796	0.11828445433639	1 0.116796790622175	X1<0.116797	0	1	1	46
0.11828445433639	0.128676982596517	1 0.123480718466453	X1<0.123481	0	1	1	48
0.128676982596517	0.129158976720646	1 0.128917979658581	X1<0.128918	0	1	1	49
0.129158976720646	0.1306202406995	1 0.129889608710073	X1<0.129890	0	1	1	50
0.1306202406995	0.132372003281489	1 0.131496121990494	X1<0.131496	0	1	1	51
0.132372003281489	0.138744306750596	1 0.135558155016042	X1<0.135558	0	1	1	53
0.138744306750596	0.1474177793134	1 0.143081043031998	X1<0.143081	0	1	1	54
0.1474177793134	0.149246862856671	1 0.148332321085036	X1<0.148332	0	1	1	56
0.149246862856671	0.150469752028584	1 0.149858307442628	X1<0.149858	0	1	1	58
0.150469752028584	0.150501440744847	1 0.150485596386716	X1<0.150486	0	1	1	59
0.150501440744847	0.163200871786103	1 0.156851156265475	X1<0.156851	0	1	1	62
0.163200871786103	0.164642242016271	1 0.163921556901187	X1<0.163922	0	1	1	65
0.164642242016271	0.164833495859057	1 0.164737868937664	X1<0.164738	0	1	1	66
0.164833495859057	0.168051920365542	1 0.166442708112299	X1<0.166443	0	1	1	67
0.168051920365542	0.172242468455806	1 0.170147194410674	X1<0.170147	0	1	1	69
0.172242468455806	0.178135111229494	1 0.17518878984265	X1<0.175189	0	1	1	70
0.178135111229494	0.178453260334209	1 0.178294185781851	X1<0.178294	0	1	1	72
0.178453260334209	0.180820100707933	1 0.179636680521071	X1<0.179637	0	1	1	73
0.180820100707933	0.182174213463441	1 0.181497157085687	X1<0.181497	0	1	1	75
0.182174213463441	0.183373228181154	1 0.182773720822297	X1<0.182774	0	1	1	76
0.183373228181154	0.184673463227227	1 0.18402334570419	X1<0.184023	0	1	1	77
0.184673463227227	0.18488225992769	1 0.184777861577459	X1<0.184778	0	1	1	78
0.18488225992769	0.185263509862125	1 0.185072884894907	X1<0.185073	0	1	1	79
0.185263509862125	0.19677682663314	1 0.191020168247633	X1<0.191020	0	1	1	81
0.19677682663314	0.199721848359332	1 0.198249337496236	X1<0.198249	0	1	1	85
0.199721848359332	0.199976529926062	1 0.199849189142697	X1<0.199849	0	1	1	86
0.199976529926062	0.200934729538858	1 0.20045562973246	X1<0.200456	0	1	1	88
0.200934729538858	0.201554203871638	1 0.201244466705248	X1<0.201244	0	1	1	89
0.201554203871638	0.206109444377944	1 0.203831824124791	X1<0.203832	0	1	1	91
0.206109444377944	0.218675193376839	1 0.212392318877392	X1<0.212392	0	1	1	96
0.218675193376839	0.225825461093336	1 0.222250327235088	X1<0.222250	0	1	1	101
0.225825461093336	0.23889475944452	1 0.232360110268928	X1<0.232360	0	1	1	104
0.23889475944452	0.240982897812501	1 0.23993882862851	X1<0.239939	0	1	1	106
0.240982897812501	0.245290916413069	1 0.243136907112785	X1<0.243137	0	1	1	109
0.245290916413069	0.25675134267658	1 0.251021129544824	X1<0.251021	0	1	1	111
0.25675134267658	0.260300035355613	1 0.258525689016096	X1<0.258526	0	1	1	117
0.260300035355613	0.273866681847721	1 0.267083358601667	X1<0.267083	0	1	1	120
0.273866681847721	0.27540119853802	1 0.274633940192871	X1<0.274634	0	1	1	122
0.27540119853802	0.275701026665047	1 0.275551112601534	X1<0.275551	0	1	1	123
0.275701026665047	0.284158946480602	1 0.279929986572824	X1<0.279930	0	1	1	124
0.284158946480602	0.284870574250817	1 0.28451476036571	X1<0.284515	0	1	1	126
0.284870574250817	0.285434210672975	1 0.285152392461896	X1<0.285152	0	1	1	127
0.285434210672975	0.286973854992539	1 0.286204032832757	X1<0.286204	0	1	1	128
0.286973854992539	0.288059732178226	1 0.287516793585382	X1<0.287517	0	1	1	129
0.288059732178226	0.291410150937736	1 0.289734941557981	X1<0.289735	0	1	1	131
0.291410150937736	0.292064977344126	1 0.291737564140931	X1<0.291738	0	1	1	132
0.292064977344126	0.296887998003513	1 0.294476487673819	X1<0.294476	0	1	1	133
0.296887998003513	0.297010735142976	1 0.296949366573244	X1<0.296949	0	1	1	134
0.297010735142976	0.300100281601772	1 0.298555508372374	X1<0.298556	0	1	1	136
0.300100281601772	0.305103095248342	1 0.302601688425057	X1<0.302602	0	1	1	137
0.305103095248342	0.310381097486243	1 0.307742096367292	X1<0.307742	0	1	1	138
0.310381097486243	0.311657001264393	1 0.311019049375318	X1<0.311019	0	1	1	140
0.311657001264393	0.315865243552253	1 0.313761122408323	X1<0.313761	0	1	1	141
0.315865243552253	0.323722436791286	1 0.319793840171769	X1<0.319794	0	1	1	142
0.323722436791286	0.335945603903383	1 0.329834020347334	X1<0.329834	0	1	1	144
0.335945603903383	0.340068240184337	1 0.33800692204386	X1<0.338007	0	1	1	147
0.340068240184337	0.34727224893868	1 0.343670244561508	X1<0.343670	0	1	1	149
0.34727224893868	0.349088410614058	1 0.348180329776369	X1<0.348180	0	1	1	150
0.349088410614058	0.349396759876981	1 0.34924258524552	X1<0.349243	0	1	1	152
0.349396759876981	0.350642574951053	1 0.350019667414017	X1<0.350020	0	1	1	153
0.350642574951053	0.357062590075657	1 0.353852582513355	X1<0.353853	0	1	1	154
0.357062590075657	0.360762583091855	1 0.358912586583756	X1<0.358913	0	1	1	157
0.360762583091855	0.373358564451337	1 0.367060573771596	X1<0.367061	0	1	1	160
0.373358564451337	0.379998879274353	1 0.376678721862845	X1<0.376679	0	1	1	162
0.379998879274353	0.387549542589113	1 0.383774210931733	X1<0.383774	0	1	1	163
0.387549542589113	0.387944190762937	1 0.387746866676025	X1<0.387747	0	1	1	165
0.387944190762937	0.388144757598639	1 0.388044474180788	X1<0.388044	0	1	1	166
0.388144757598639	0.394047617446631	1 0.391096187522635	X1<0.391096	0	1	1	167
0.394047617446631	0.397016411880031	1 0.395532014663331	X1<0.395532	0	1	1	170
0.397016411880031	0.399517551530153	1 0.398266981705092	X1<0.398267	0	1	1	172
0.399517551530153	0.401101037859917	1 0.400309294695035	X1<0.400309	0	1	1	174
0.401101037859917	0.402642735978588	1 0.401871886919253	X1<0.401872	0	1	1	175
0.402642735978588	0.405282181221992	1 0.40396245860029	X1<0.403962	0	1	1	176
0.405282181221992	0.406686355127022	1 0.405984268174507	X1<0.405984	0	1	1	177
0.406686355127022	0.426943402737379	1 0.4168148789322	X1<0.416815	0	1	1	179
