x	y	group	key	clickSelects	showSelected1	PANEL
0.0237343937624246	-0.0261154492469302	1	1	1	0	1
0.0248533471021801	-0.0310884114450971	1	1	1	0	1
0.030959413619712	-0.214752316397096	1	1	1	0	1
0.0395219983765855	-0.0418853225848466	1	1	1	0	1
0.0435703630791977	-0.000588040777103061	1	1	1	0	1
0.0550734286662191	-0.0529107948427168	1	1	1	0	1
0.0655585838248953	-0.212923142580337	1	1	1	0	1
0.0704574675764889	-0.0641721775090218	1	1	1	0	1
0.0763374969828874	-0.218461560485906	1	1	1	0	1
0.078479875694029	-0.0756771389931146	1	1	1	0	1
0.0821269832085818	-0.226149526841567	1	1	1	0	1
0.0860745509853587	-0.442023342361011	1	1	1	0	1
0.0900922525906935	-0.713608458672638	1	1	1	0	1
0.0970493158092722	-0.442595044895285	1	1	1	0	1
0.103078606305644	-0.701447113551978	1	1	1	0	1
0.107819334021769	-0.446305854069948	1	1	1	0	1
0.11281948746182	-0.695093981268002	1	1	1	0	1
0.11519660113845	-0.986909343570403	1	1	1	0	1
0.116796790622175	-0.693121769262717	1	1	1	0	1
0.123480718466453	-0.97469369277664	1	1	1	0	1
0.128917979658581	-1.29355274490374	1	1	1	0	1
0.129889608710073	-1.64673667252575	1	1	1	0	1
0.131496121990494	-1.2766711295366	1	1	1	0	1
0.135558155016042	-1.61886566279276	1	1	1	0	1
0.143081043031998	-1.99208088654854	1	1	1	0	1
0.148332321085036	-2.39443203251076	1	1	1	0	1
0.149858307442628	-1.96158116294657	1	1	1	0	1
0.150485596386716	-2.35327043508593	1	1	1	0	1
0.156851156265475	-2.77205925730058	1	1	1	0	1
0.163921556901187	-2.3211586098129	1	1	1	0	1
0.164737868937664	-1.92212640192108	1	1	1	0	1
0.166442708112299	-2.29667371651331	1	1	1	0	1
0.170147194410674	-1.91103288782185	1	1	1	0	1
0.17518878984265	-1.56946938054389	1	1	1	0	1
0.178294185781851	-1.90465733594496	1	1	1	0	1
0.179636680521071	-1.57192631852158	1	1	1	0	1
0.181497157085687	-1.2775530510321	1	1	1	0	1
0.182773720822297	-1.57736918929291	1	1	1	0	1
0.18402334570419	-1.28862692750064	1	1	1	0	1
0.184777861577459	-1.03390242228485	1	1	1	0	1
0.185072884894907	-0.811170581017194	1	1	1	0	1
0.191020168247633	-1.0502339957942	1	1	1	0	1
0.198249337496236	-1.31645891123216	1	1	1	0	1
0.199849189142697	-1.60896629364069	1	1	1	0	1
0.20045562973246	-1.92697903229711	1	1	1	0	1
0.201244466705248	-1.62395016253853	1	1	1	0	1
