x	y	label	key	showSelected1	showSelected2	showSelected3	PANEL	group	anchor
0.0237343937624246	-24	_Diff=-0.0261_	1 0.0237343937624246	0	1	X1<0.023734	1	3	start
0.0248533471021801	-24	_Diff=-0.0311_	1 0.0248533471021801	0	1	X1<0.024853	1	4	start
0.030959413619712	-24	_Diff=-0.2148_	1 0.030959413619712	0	1	X1<0.030959	1	6	start
0.0395219983765855	-24	_Diff=-0.0419_	1 0.0395219983765855	0	1	X1<0.039522	1	8	start
0.0435703630791977	-24	_Diff=-0.0006_	1 0.0435703630791977	0	1	X1<0.043570	1	11	start
0.0550734286662191	-24	_Diff=-0.0529_	1 0.0550734286662191	0	1	X1<0.055073	1	19	start
0.0655585838248953	-24	_Diff=-0.2129_	1 0.0655585838248953	0	1	X1<0.065559	1	23	start
0.0704574675764889	-24	_Diff=-0.0642_	1 0.0704574675764889	0	1	X1<0.070457	1	24	start
0.0763374969828874	-24	_Diff=-0.2185_	1 0.0763374969828874	0	1	X1<0.076337	1	26	start
0.078479875694029	-24	_Diff=-0.0757_	1 0.078479875694029	0	1	X1<0.078480	1	28	start
0.0821269832085818	-24	_Diff=-0.2261_	1 0.0821269832085818	0	1	X1<0.082127	1	30	start
0.0860745509853587	-24	_Diff=-0.4420_	1 0.0860745509853587	0	1	X1<0.086075	1	32	start
0.0900922525906935	-24	_Diff=-0.7136_	1 0.0900922525906935	0	1	X1<0.090092	1	34	start
0.0970493158092722	-24	_Diff=-0.4426_	1 0.0970493158092722	0	1	X1<0.097049	1	37	start
0.103078606305644	-24	_Diff=-0.7014_	1 0.103078606305644	0	1	X1<0.103079	1	40	start
0.107819334021769	-24	_Diff=-0.4463_	1 0.107819334021769	0	1	X1<0.107819	1	42	start
0.11281948746182	-24	_Diff=-0.6951_	1 0.11281948746182	0	1	X1<0.112819	1	44	start
0.11519660113845	-24	_Diff=-0.9869_	1 0.11519660113845	0	1	X1<0.115197	1	45	start
0.116796790622175	-24	_Diff=-0.6931_	1 0.116796790622175	0	1	X1<0.116797	1	46	start
0.123480718466453	-24	_Diff=-0.9747_	1 0.123480718466453	0	1	X1<0.123481	1	48	start
0.128917979658581	-24	_Diff=-1.2936_	1 0.128917979658581	0	1	X1<0.128918	1	49	start
0.129889608710073	-24	_Diff=-1.6467_	1 0.129889608710073	0	1	X1<0.129890	1	50	start
0.131496121990494	-24	_Diff=-1.2767_	1 0.131496121990494	0	1	X1<0.131496	1	51	start
0.135558155016042	-24	_Diff=-1.6189_	1 0.135558155016042	0	1	X1<0.135558	1	53	start
0.143081043031998	-24	_Diff=-1.9921_	1 0.143081043031998	0	1	X1<0.143081	1	54	start
0.148332321085036	-24	_Diff=-2.3944_	1 0.148332321085036	0	1	X1<0.148332	1	56	start
0.149858307442628	-24	_Diff=-1.9616_	1 0.149858307442628	0	1	X1<0.149858	1	58	start
0.150485596386716	-24	_Diff=-2.3533_	1 0.150485596386716	0	1	X1<0.150486	1	59	start
0.156851156265475	-24	_Diff=-2.7721_	1 0.156851156265475	0	1	X1<0.156851	1	62	start
0.163921556901187	-24	_Diff=-2.3212_	1 0.163921556901187	0	1	X1<0.163922	1	65	start
0.164737868937664	-24	_Diff=-1.9221_	1 0.164737868937664	0	1	X1<0.164738	1	66	start
0.166442708112299	-24	_Diff=-2.2967_	1 0.166442708112299	0	1	X1<0.166443	1	67	start
0.170147194410674	-24	_Diff=-1.9110_	1 0.170147194410674	0	1	X1<0.170147	1	69	start
0.17518878984265	-24	_Diff=-1.5695_	1 0.17518878984265	0	1	X1<0.175189	1	70	start
0.178294185781851	-24	_Diff=-1.9047_	1 0.178294185781851	0	1	X1<0.178294	1	72	start
0.179636680521071	-24	_Diff=-1.5719_	1 0.179636680521071	0	1	X1<0.179637	1	73	start
0.181497157085687	-24	_Diff=-1.2776_	1 0.181497157085687	0	1	X1<0.181497	1	75	start
0.182773720822297	-24	_Diff=-1.5774_	1 0.182773720822297	0	1	X1<0.182774	1	76	start
0.18402334570419	-24	_Diff=-1.2886_	1 0.18402334570419	0	1	X1<0.184023	1	77	start
0.184777861577459	-24	_Diff=-1.0339_	1 0.184777861577459	0	1	X1<0.184778	1	78	start
0.185072884894907	-24	_Diff=-0.8112_	1 0.185072884894907	0	1	X1<0.185073	1	79	start
0.191020168247633	-24	_Diff=-1.0502_	1 0.191020168247633	0	1	X1<0.191020	1	81	start
0.198249337496236	-24	_Diff=-1.3165_	1 0.198249337496236	0	1	X1<0.198249	1	85	start
0.199849189142697	-24	_Diff=-1.6090_	1 0.199849189142697	0	1	X1<0.199849	1	86	start
0.20045562973246	-24	_Diff=-1.9270_	1 0.20045562973246	0	1	X1<0.200456	1	88	start
0.201244466705248	-24	_Diff=-1.6240_	1 0.201244466705248	0	1	X1<0.201244	1	89	start
0.203831824124791	-24	_Diff=-1.9401_	1 0.203831824124791	0	1	X1<0.203832	1	91	start
0.212392318877392	-24	_Diff=-2.2808_	1 0.212392318877392	0	1	X1<0.212392	1	96	start
0.222250327235088	-24	_Diff=-1.9557_	1 0.222250327235088	0	1	X1<0.222250	1	101	start
0.232360110268928	-24	_Diff=-1.6598_	1 0.232360110268928	0	1	X1<0.232360	1	104	start
0.23993882862851	-24	_Diff=-1.3919_	1 0.23993882862851	0	1	X1<0.239939	1	106	start
0.243136907112785	-24	_Diff=-1.6805_	1 0.243136907112785	0	1	X1<0.243137	1	109	start
0.251021129544824	-24	_Diff=-1.9936_	1 0.251021129544824	0	1	X1<0.251021	1	111	start
0.258525689016096	-24	_Diff=-1.7030_	1 0.258525689016096	0	1	X1<0.258526	1	117	start
0.267083358601667	-24	_Diff=-1.4385_	1 0.267083358601667	0	1	X1<0.267083	1	120	start
0.274633940192871	-24	_Diff=-1.7272_	1 0.274633940192871	0	1	X1<0.274634	1	122	start
0.275551112601534	-24	_Diff=-1.4640_	1 0.275551112601534	0	1	X1<0.275551	1	123	start
0.279929986572824	-24	_Diff=-1.2251_	1 0.279929986572824	0	1	X1<0.279930	1	124	start
0.28451476036571	-24	_Diff=-1.4908_	1 0.28451476036571	0	1	X1<0.284515	1	126	start
0.285152392461896	-24	_Diff=-1.7806_	1 0.285152392461896	0	1	X1<0.285152	1	127	start
0.286204032832757	-24	_Diff=-1.5191_	1 0.286204032832757	0	1	X1<0.286204	1	128	start
0.287516793585382	-24	_Diff=-1.2805_	1 0.287516793585382	0	1	X1<0.287517	1	129	start
0.289734941557981	-24	_Diff=-1.0643_	1 0.289734941557981	0	1	X1<0.289735	1	131	start
0.291737564140931	-24	_Diff=-1.3100_	1 0.291737564140931	0	1	X1<0.291738	1	132	start
0.294476487673819	-24	_Diff=-1.0932_	1 0.294476487673819	0	1	X1<0.294476	1	133	start
0.296949366573244	-24	_Diff=-0.8974_	1 0.296949366573244	0	1	X1<0.296949	1	134	start
0.298555508372374	-24	_Diff=-1.1231_	1 0.298555508372374	0	1	X1<0.298556	1	136	start
0.302601688425057	-24	_Diff=-1.3729_	1 0.302601688425057	0	1	X1<0.302602	1	137	start
0.307742096367292	-24	_Diff=-1.6465_	1 0.307742096367292	0	1	X1<0.307742	1	138	start
0.311019049375318	-24	_Diff=-1.4062_	1 0.311019049375318	0	1	X1<0.311019	1	140	start
0.313761122408323	-24	_Diff=-1.1864_	1 0.313761122408323	0	1	X1<0.313761	1	141	start
0.319793840171769	-24	_Diff=-1.4409_	1 0.319793840171769	0	1	X1<0.319794	1	142	start
0.329834020347334	-24	_Diff=-1.2199_	1 0.329834020347334	0	1	X1<0.329834	1	144	start
0.33800692204386	-24	_Diff=-1.4771_	1 0.33800692204386	0	1	X1<0.338007	1	147	start
0.343670244561508	-24	_Diff=-1.7580_	1 0.343670244561508	0	1	X1<0.343670	1	149	start
0.348180329776369	-24	_Diff=-1.5146_	1 0.348180329776369	0	1	X1<0.348180	1	150	start
0.34924258524552	-24	_Diff=-1.2906_	1 0.34924258524552	0	1	X1<0.349243	1	152	start
0.350019667414017	-24	_Diff=-1.5537_	1 0.350019667414017	0	1	X1<0.350020	1	153	start
0.353852582513355	-24	_Diff=-1.8407_	1 0.353852582513355	0	1	X1<0.353853	1	154	start
0.358912586583756	-24	_Diff=-2.1515_	1 0.358912586583756	0	1	X1<0.358913	1	157	start
0.367060573771596	-24	_Diff=-1.8847_	1 0.367060573771596	0	1	X1<0.367061	1	160	start
0.376678721862845	-24	_Diff=-1.6367_	1 0.376678721862845	0	1	X1<0.376679	1	162	start
0.383774210931733	-24	_Diff=-1.4072_	1 0.383774210931733	0	1	X1<0.383774	1	163	start
0.387746866676025	-24	_Diff=-1.1959_	1 0.387746866676025	0	1	X1<0.387747	1	165	start
0.388044474180788	-24	_Diff=-1.0025_	1 0.388044474180788	0	1	X1<0.388044	1	166	start
0.391096187522635	-24	_Diff=-1.2355_	1 0.391096187522635	0	1	X1<0.391096	1	167	start
0.395532014663331	-24	_Diff=-1.4927_	1 0.395532014663331	0	1	X1<0.395532	1	170	start
0.398266981705092	-24	_Diff=-1.7744_	1 0.398266981705092	0	1	X1<0.398267	1	172	start
0.400309294695035	-24	_Diff=-1.5381_	1 0.400309294695035	0	1	X1<0.400309	1	174	start
0.401871886919253	-24	_Diff=-1.3193_	1 0.401871886919253	0	1	X1<0.401872	1	175	start
0.40396245860029	-24	_Diff=-1.1178_	1 0.40396245860029	0	1	X1<0.403962	1	176	start
0.405984268174507	-24	_Diff=-0.9334_	1 0.405984268174507	0	1	X1<0.405984	1	177	start
0.4168148789322	-24	_Diff=-1.1593_	1 0.4168148789322	0	1	X1<0.416815	1	179	start
0.427291237749159	-24	_Diff=-0.9719_	1 0.427291237749159	0	1	X1<0.427291	1	181	start
0.432563537382521	-24	_Diff=-0.8012_	1 0.432563537382521	0	1	X1<0.432564	1	182	start
0.438759828102775	-24	_Diff=-0.6472_	1 0.438759828102775	0	1	X1<0.438760	1	184	start
0.441852807882242	-24	_Diff=-0.5097_	1 0.441852807882242	0	1	X1<0.441853	1	185	start
0.444241595338099	-24	_Diff=-0.3888_	1 0.444241595338099	0	1	X1<0.444242	1	186	start
0.4490931147011	-24	_Diff=-0.2842_	1 0.4490931147011	0	1	X1<0.449093	1	188	start
0.457439052755944	-24	_Diff=-0.1960_	1 0.457439052755944	0	1	X1<0.457439	1	190	start
